ID_LOJA,TIPO_RELACIONAMENTO,ESTADO_LOJA,CATEGORIA_PRODUTO,RENDA_ESPERADA,ESTRATEGIA_VENDAS,AVAL_SATISFACAO,VL_LIMITE_CREDITO_INICIAL_BANCO,REGIAO_LOJA,VL_FINANCEIRO_BCB,VL_OPERACAO_CARTAO_CREDITO,VL_LIMITE_CREDITO_BCB,PONTUACAO_DESEMPENHO,TEMPO_EXISTENCIA_ONLINE,AVALIACAO_RISCO,SCORE_INTERNO,RENDA
945558,1,25,5,163000,0,6.74,100000,4,649600,304000,345600,500.0,25,300.0,630.0,258200
940241,1,5,5,210000,0,8.5,100000,2,338200,273600,64600,613.0,20,300.0,668.0,156300
940387,2,15,5,220000,0,5.06,30000,2,133700,0,100000,400.0,34,300.0,508.0,214500
926400,1,7,3,500000,0,4.8,40000,4,6320600,245200,40900,300.0,36,300.0,681.0,206000
954881,1,5,3,310000,0,6.69,50000,2,7917800,1799100,1090600,443.0,25,300.0,403.0,232700
945779,0,10,3,800000,2,6.4,30000,4,100000,77800,22200,613.0,49,150.0,659.0,214500
956827,1,10,0,2500000,0,4.85,40000,4,7618400,5057700,1481900,659.0,33,150.0,553.0,1649500
917472,0,25,3,750000,0,6.65,50000,4,809600,270500,300,511.0,61,300.0,446.0,271500
914881,2,15,3,270000,0,5.3,50000,2,276800,252900,23900,511.0,27,150.0,614.0,187900
903211,1,17,5,300000,1,6.28,240000,3,3706700,723000,800,579.0,42,300.0,654.0,361200
929010,2,25,5,264800,1,5.82,150000,4,1031600,277900,210500,521.0,43,300.0,603.0,477500
923490,1,10,1,300000,0,6.17,50000,4,743600,377600,366000,579.0,61,300.0,765.0,256900
932341,2,18,1,200000,1,8.38,60000,4,1809000,1407400,401700,635.0,63,300.0,605.0,200000
941877,1,8,5,350000,0,6.92,100000,0,530900,373000,157900,613.0,23,300.0,616.0,283600
970352,4,25,5,170000,0,7.88,140000,4,904100,588500,69400,792.0,43,300.0,618.0,472700
938992,2,10,0,950000,0,5.84,50000,4,7633200,4041200,387100,669.0,42,300.0,688.0,418100
940429,0,14,3,1500000,0,6.08,50000,2,5138200,553300,58100,511.0,49,300.0,878.0,164800
943149,2,13,3,1180000,0,6.35,50000,1,555000,449400,105600,511.0,57,300.0,679.0,294500
936126,1,18,5,385000,2,6.13,230000,4,1811300,1481800,229200,500.0,23,300.0,605.0,265400
939324,1,25,3,350000,0,5.27,30000,4,135200,39000,1000,538.0,26,150.0,602.0,1062900
972962,2,22,5,180000,1,6.41,100000,3,364100,57200,100,593.0,24,150.0,440.0,383000
941615,0,9,5,350000,0,5.92,220000,2,691700,348800,246100,776.0,40,1000.0,478.0,220600
971434,1,16,5,150000,0,4.94,50000,2,582900,450900,132000,392.0,20,150.0,560.0,180600
961952,0,10,3,230000,0,5.53,30000,4,100000,43500,56500,511.0,52,300.0,623.0,435100
924893,1,22,1,500000,0,5.25,50000,3,2723800,333000,700100,579.0,32,150.0,523.0,357500
962333,2,25,3,500000,0,5.29,50000,4,336900,336000,900,511.0,40,300.0,519.0,326000
921296,1,10,5,1000000,2,6.26,460000,4,213000,205700,7300,693.0,22,150.0,478.0,917500
966922,1,15,4,200000,0,5.66,50000,2,225600,108800,10900,579.0,32,300.0,532.0,193900
933254,2,10,5,350000,2,7.19,190000,4,1233700,0,0,638.0,26,300.0,456.0,315100
926220,1,4,3,360000,0,7.08,60000,2,3665500,3042800,439000,631.0,30,300.0,684.0,221800
940021,2,14,0,800000,0,8.78,60000,2,1040200,710100,330100,792.0,32,300.0,713.0,162400
919913,2,14,2,300000,0,6.35,50000,2,208200,23800,30000,511.0,29,300.0,663.0,170900
902947,1,22,5,350000,0,5.14,80000,3,2221700,109500,7100,467.0,28,300.0,446.0,362400
938261,1,20,5,136000,0,6.37,80000,1,175000,23800,55700,788.0,36,300.0,401.0,747800
914760,1,4,5,365000,0,4.91,130000,2,839000,534600,68000,467.0,27,225.0,532.0,147900
929855,2,26,5,300000,0,5.92,240000,0,1288200,798000,268700,669.0,27,150.0,508.0,284800
906833,2,14,3,300000,0,5.75,50000,2,5826800,163100,85900,511.0,37,300.0,584.0,145400
931435,0,8,3,1000000,0,7.1,60000,0,3109800,814900,1693100,622.0,56,300.0,444.0,287200
942395,1,21,5,240000,0,6.58,100000,1,448400,416700,31700,500.0,23,150.0,465.0,259400
939672,0,25,5,310000,0,5.14,120000,4,2205100,325800,74100,555.0,45,300.0,422.0,386600
940434,1,24,3,150000,1,5.81,50000,2,538300,472300,66000,638.0,21,150.0,526.0,827800
949266,2,18,5,600000,0,8.53,140000,4,610700,385800,12800,792.0,44,300.0,603.0,196300
915084,1,15,5,1000000,0,6.69,160000,2,397200,213100,184100,579.0,29,300.0,650.0,604800
941197,1,7,3,350000,0,3.29,40000,4,115000,112900,2100,410.0,33,300.0,469.0,366000
932048,1,18,5,190000,0,5.58,30000,4,784000,10000,30000,392.0,25,300.0,543.0,361200
924863,2,25,5,230000,0,6.31,190000,4,3366100,1464400,1821600,669.0,51,300.0,707.0,221800
952705,1,25,5,400000,1,5.92,200000,4,538900,146200,17600,500.0,23,300.0,446.0,418100
928326,2,15,3,350000,0,6.57,50000,2,890700,354500,536300,511.0,37,300.0,707.0,122400
961287,2,25,5,260000,1,6.57,140000,4,320000,167300,152700,593.0,25,150.0,577.0,179400
966345,1,25,5,430000,0,4.43,170000,4,2887000,56600,498200,467.0,28,300.0,365.0,481200
952150,2,15,5,550000,0,9.0,60000,2,140000,117200,22800,950.0,35,300.0,645.0,161200
931427,2,25,5,280000,0,7.19,160000,4,517500,63100,117000,792.0,37,300.0,616.0,501800
916434,2,18,3,300000,0,6.09,50000,4,542800,330900,203900,613.0,35,300.0,643.0,215700
944207,2,17,3,200000,0,7.65,60000,3,5892600,1688200,424400,622.0,58,300.0,564.0,278800
917790,1,4,5,180000,0,5.92,130000,2,729300,639600,89700,579.0,36,300.0,535.0,219400
918254,0,17,3,190000,0,6.72,50000,3,149000,52700,96300,511.0,55,150.0,568.0,256900
970014,0,8,3,460000,0,4.28,40000,0,2265700,494200,1599600,404.0,31,300.0,673.0,350300
933709,1,19,3,400000,0,8.23,60000,2,5540700,3601800,1601500,631.0,27,150.0,741.0,150300
932492,1,4,5,500000,0,6.64,170000,2,984900,884900,100000,675.0,43,150.0,345.0,124800
957523,0,18,5,210000,0,5.86,170000,4,471000,146000,324900,669.0,32,300.0,512.0,318800
965391,2,15,5,150000,0,7.14,60000,2,130000,116400,13600,950.0,35,300.0,553.0,293300
924158,1,10,5,350000,0,4.94,30000,4,2514000,1131000,1340900,392.0,24,300.0,550.0,315100
960114,1,17,5,300000,1,5.46,40000,3,355900,157500,100,392.0,19,150.0,464.0,247200
957668,1,10,3,380000,0,8.05,60000,4,4053200,586000,784900,531.0,53,150.0,514.0,376900
963908,0,4,5,424000,0,6.8,240000,2,6630700,427800,15700,869.0,45,300.0,623.0,1288400
953737,1,15,3,300000,0,7.94,60000,2,1211400,537000,20700,531.0,36,300.0,487.0,145400
925427,1,10,5,170000,2,4.78,60000,4,558100,192100,184600,392.0,21,300.0,634.0,284800
971339,1,18,5,450000,0,7.58,240000,4,828800,678400,150300,687.0,45,300.0,474.0,231500
969672,1,4,5,280000,0,6.43,140000,2,680300,629700,31100,579.0,28,150.0,566.0,124800
934130,2,25,4,400000,0,5.76,50000,4,484900,399600,85400,669.0,32,300.0,410.0,233900
924184,1,23,5,206400,0,6.57,100000,3,120000,0,120000,422.0,40,300.0,516.0,656900
958364,2,25,5,570000,2,5.04,300000,4,22242600,801200,1100400,555.0,27,0.0,458.0,458100
927945,1,8,5,420000,2,1.05,40000,0,144900,141900,0,392.0,19,300.0,517.0,298200
919713,2,13,0,1500000,0,7.26,60000,1,5734400,1768700,1048300,792.0,28,300.0,544.0,152700
941595,0,10,3,337500,0,6.72,50000,4,120000,119700,300,908.0,41,150.0,630.0,185400
908181,1,1,3,350000,0,7.75,60000,2,799100,673500,125600,531.0,44,300.0,526.0,128500
928779,0,10,5,280000,1,7.18,220000,4,7088700,2950100,4138600,792.0,58,150.0,496.0,223000
932326,2,4,4,580000,0,6.87,60000,2,253400,167700,27700,732.0,47,300.0,413.0,299400
960771,2,9,3,500000,1,6.67,50000,2,2284400,1203900,705500,511.0,28,300.0,625.0,275100
961594,0,25,5,410000,0,6.93,100000,4,760200,35700,0,776.0,34,300.0,456.0,353900
954208,2,18,3,300000,0,5.53,30000,4,30000,28800,1200,511.0,38,300.0,448.0,290900
942315,2,18,1,250000,0,6.35,50000,4,219000,166700,52300,669.0,67,300.0,374.0,200000
957175,1,4,0,5000000,0,7.9,60000,2,51907400,8553900,691700,687.0,35,150.0,514.0,132100
939282,2,10,5,320000,0,6.31,50000,4,61600,60800,900,776.0,28,300.0,535.0,236300
961657,2,24,3,500000,0,5.62,50000,2,4030200,2604900,836700,511.0,49,300.0,652.0,410900
965507,1,25,1,1000000,0,6.62,50000,4,8795400,1112400,2841200,788.0,75,150.0,629.0,2553700
927831,1,14,5,175000,1,5.48,30000,2,62000,61200,700,392.0,20,300.0,516.0,195100
969127,1,24,5,220000,2,6.47,120000,2,451300,74700,300,693.0,24,300.0,560.0,716300
925900,1,25,5,733600,2,6.92,250000,4,722600,614400,1300,800.0,31,300.0,818.0,391500
940557,1,25,0,3000000,0,6.94,60000,4,73939300,15238100,10289900,687.0,28,300.0,562.0,343000
928860,1,25,5,304400,0,8.36,220000,4,992000,845200,125800,687.0,27,150.0,535.0,260600
965385,2,25,3,600000,0,6.67,50000,4,1662700,1147400,506600,613.0,62,150.0,639.0,301800
959753,1,25,3,464500,0,7.66,60000,4,1811300,509400,573100,531.0,47,300.0,612.0,295700
934070,2,15,5,190000,0,2.75,40000,2,860200,170900,300,555.0,33,300.0,498.0,249700
948946,1,9,3,500000,2,7.1,60000,2,164900,164400,500,650.0,18,300.0,530.0,909000
971314,2,25,3,145000,0,6.97,50000,4,120000,30000,90000,511.0,34,300.0,501.0,299400
914987,1,4,4,280000,0,4.37,40000,2,47100,100,47000,296.0,44,300.0,507.0,170900
925079,2,10,5,520000,0,5.23,420000,4,2030300,1897900,13000,869.0,57,150.0,695.0,1276200
955620,1,24,3,300000,0,3.13,40000,2,40000,40000,0,204.0,20,150.0,681.0,150300
925697,4,6,5,300000,0,6.32,100000,0,713500,327300,120800,669.0,36,300.0,474.0,288500
939763,2,10,5,225600,0,9.11,160000,4,1311900,958800,326600,792.0,53,300.0,551.0,195100
945027,1,22,3,750000,0,6.89,60000,3,22368700,1814900,561800,531.0,59,150.0,537.0,346600
917229,2,17,3,500000,0,5.3,50000,3,5083700,2495300,2485900,613.0,32,150.0,551.0,339400
877741,1,10,5,500000,1,8.3,180000,4,482600,58300,424300,613.0,23,375.0,636.0,248500
917325,1,10,5,138800,0,6.0,100000,4,423600,343200,80400,500.0,22,300.0,625.0,328500
956693,4,25,3,800000,2,9.12,60000,4,2797200,872400,1924700,904.0,61,150.0,568.0,764800
930580,1,25,5,250000,0,7.26,180000,4,892400,531300,361100,687.0,35,300.0,623.0,216900
905512,3,25,1,450000,0,8.27,60000,4,6550800,786900,48500,878.0,47,300.0,689.0,369700
926884,1,9,3,450000,0,1.71,40000,2,50000,5000,45000,146.0,36,150.0,571.0,132100
953329,2,25,5,250000,0,5.19,150000,4,1300100,734000,459300,476.0,24,300.0,543.0,289700
961096,1,19,3,1000000,0,8.45,30000,2,8631900,1065500,4499000,531.0,60,300.0,507.0,269100
914196,0,23,5,200000,0,5.84,100000,3,7717500,62800,6100,593.0,24,300.0,508.0,311500
940864,1,25,5,160000,0,5.4,50000,4,375900,23800,600,579.0,42,150.0,681.0,170900
920543,1,25,3,800000,0,8.19,60000,4,526400,473000,47000,531.0,27,300.0,564.0,301800
932835,1,13,5,233700,0,5.8,170000,1,1016900,431100,111300,437.0,38,300.0,594.0,347800
948009,1,22,5,300000,0,6.0,230000,3,5678100,467300,85000,579.0,41,300.0,478.0,327200
954074,1,18,5,1358400,0,5.19,300000,4,1302000,1198100,12500,659.0,37,300.0,754.0,1244700
971699,1,15,1,121200,0,4.36,40000,2,628500,359100,173700,467.0,41,300.0,519.0,283600
926805,2,15,5,150000,1,4.32,90000,2,898500,405900,129600,555.0,29,300.0,630.0,255700
923687,1,25,5,175000,0,5.51,50000,4,1745400,49900,100,579.0,31,300.0,474.0,276300
939085,1,18,5,450000,0,6.7,330000,4,5433900,4382000,18900,579.0,44,150.0,797.0,334500
923151,1,25,5,460000,0,5.02,260000,4,24369900,1776200,258900,467.0,34,300.0,521.0,416900
920299,1,25,5,380000,0,5.6,50000,4,2124300,0,85000,422.0,44,300.0,741.0,435100
950236,1,4,5,130000,0,6.05,100000,2,656300,609000,47300,788.0,27,300.0,584.0,2014300
948341,1,25,5,270000,2,5.98,70000,4,22000,1200,20800,339.0,24,300.0,448.0,313900
939418,4,1,0,3000000,1,9.17,60000,2,1805300,289400,260000,792.0,40,300.0,811.0,391500
925918,1,8,2,180000,0,5.83,50000,0,233300,67500,80500,425.0,40,150.0,464.0,187900
929237,1,18,5,200000,0,5.96,110000,4,105800,20400,0,579.0,35,300.0,492.0,210900
936472,1,22,3,180000,1,0.33,40000,3,40100,23600,16500,204.0,25,150.0,747.0,220600
905913,2,15,3,300000,0,5.78,50000,2,3685500,1442100,148700,511.0,45,300.0,546.0,149100
928820,1,4,5,400000,0,5.75,150000,2,248600,128600,120000,905.0,25,150.0,494.0,213300
923511,1,25,5,300000,1,6.45,240000,4,11961800,468600,737300,579.0,30,300.0,623.0,295700
909499,0,25,5,500000,2,6.26,270000,4,367200,50900,124100,669.0,37,300.0,562.0,464200
877491,2,4,3,1000000,2,7.15,60000,2,808500,318400,141100,622.0,40,150.0,537.0,137000
949591,1,24,5,160000,0,4.32,80000,2,350400,249800,0,467.0,27,150.0,417.0,203600
951542,0,25,3,199700,1,2.97,40000,4,60000,45900,14100,404.0,31,300.0,589.0,208500
941785,2,10,5,480000,0,8.17,200000,4,3258900,127000,1000,950.0,38,300.0,580.0,261800
963405,1,15,5,745000,0,6.15,100000,2,1481400,1026900,451700,437.0,37,300.0,584.0,144200
906051,1,5,3,200000,1,3.5,40000,2,120000,1200,118800,91.0,18,300.0,465.0,299400
949900,2,18,4,300000,0,5.83,50000,4,238800,238800,0,521.0,32,150.0,587.0,321200
977239,4,25,0,490000,0,6.47,50000,4,6102200,581200,4600,669.0,47,150.0,336.0,383000
957732,1,22,5,150000,0,5.46,30000,3,197800,24100,0,392.0,21,150.0,444.0,320000
949449,2,18,3,280000,0,6.39,50000,4,136700,114400,11600,845.0,36,300.0,442.0,227900
899991,2,17,3,300000,0,8.1,60000,3,1999900,295600,272000,720.0,50,300.0,593.0,267900
920255,1,4,5,210000,0,4.12,50000,2,141700,0,40000,296.0,31,300.0,401.0,173300
919457,2,23,3,420000,2,8.0,60000,3,4657100,131600,334400,936.0,30,300.0,501.0,275100
950289,1,6,5,200000,0,6.24,100000,0,190100,173200,16900,500.0,22,300.0,544.0,190300
974033,1,22,0,800000,0,7.26,60000,3,1593400,953300,38900,800.0,41,150.0,582.0,261800
926973,1,15,5,242400,1,5.06,80000,2,1903700,127400,123500,803.0,30,300.0,681.0,333300
938332,2,13,0,2200000,2,5.15,40000,1,12049800,79900,100,555.0,39,300.0,514.0,339400
929522,4,2,5,227100,0,6.99,120000,1,176600,59100,9400,776.0,40,300.0,491.0,281200
932213,1,18,0,350000,0,4.61,40000,4,268600,130900,132500,712.0,21,300.0,569.0,193900
957814,2,8,5,250000,0,5.38,60000,0,492800,0,0,400.0,59,300.0,345.0,237600
926186,1,19,5,370000,2,5.71,190000,2,1892800,1216900,668500,579.0,49,150.0,672.0,168500
960583,2,25,5,200000,1,3.75,50000,4,453700,332900,120800,476.0,26,300.0,492.0,264200
929383,2,25,5,190000,0,4.41,80000,4,687300,193400,37300,555.0,30,150.0,623.0,270300
912602,2,17,5,270000,2,6.11,200000,3,910900,448900,24600,669.0,40,150.0,663.0,288500
944452,1,25,3,300000,2,5.32,50000,4,3668100,707000,882900,619.0,50,300.0,498.0,1942800
948115,2,14,5,250000,0,5.38,100000,2,522700,200500,114200,555.0,39,150.0,534.0,453300
917116,2,8,5,200000,0,6.45,100000,0,107700,105300,2400,776.0,27,300.0,426.0,235100
981261,1,18,2,350000,0,6.63,50000,4,709400,488100,221300,518.0,40,300.0,600.0,243600
927270,1,25,5,400000,2,5.42,140000,4,940400,139600,286400,467.0,32,150.0,535.0,288500
916606,2,6,5,150000,0,8.36,120000,0,888700,801300,87400,792.0,55,225.0,544.0,248500
941994,1,14,4,450000,0,8.3,60000,2,160700,160000,800,687.0,31,951.0,664.0,202400
971095,2,1,3,350000,1,6.47,50000,2,830800,281600,154300,511.0,56,150.0,539.0,156300
954907,2,4,5,350000,2,4.64,40000,2,234600,98600,1000,555.0,32,150.0,405.0,178200
964743,1,25,3,1500000,0,8.83,60000,4,1179200,151600,163000,531.0,54,300.0,903.0,295700
965396,3,10,1,300000,1,7.74,50000,4,1666900,0,110000,619.0,72,300.0,829.0,312700
962471,2,15,5,420000,0,5.92,150000,2,5629600,725400,62500,669.0,31,300.0,516.0,113900
922606,1,25,5,450000,0,7.08,320000,4,9773300,1650000,1711300,687.0,27,150.0,594.0,317500
914707,2,22,3,800000,0,7.58,60000,3,3251300,1011000,2124000,622.0,36,0.0,666.0,320000
959984,0,8,0,300000,0,6.0,50000,0,1211200,1156400,54900,669.0,32,300.0,616.0,287200
953675,1,4,2,180000,0,5.5,30000,2,110500,84700,25800,300.0,28,300.0,503.0,218200
946637,1,25,5,250000,0,5.49,50000,4,1885500,66500,6300,675.0,36,150.0,602.0,344200
933290,2,19,0,500000,0,5.38,50000,2,205000,135800,69200,669.0,30,300.0,634.0,259400
955331,1,25,5,190000,2,4.75,120000,4,489000,274500,214400,467.0,28,300.0,575.0,210900
927918,4,22,5,350000,0,6.0,120000,3,48600,48600,0,593.0,23,300.0,453.0,203600
910636,1,18,3,400000,0,8.13,60000,4,982400,630700,246800,531.0,29,300.0,650.0,523600
964561,2,17,5,300000,0,5.1,60000,3,82300,0,80000,419.0,26,300.0,616.0,235100
918918,2,4,5,154000,0,6.62,130000,2,816000,279200,325800,593.0,24,300.0,555.0,484800
918485,2,25,5,600000,0,7.8,100000,4,1457700,727600,574100,792.0,28,300.0,573.0,393900
920160,1,2,5,160000,2,6.61,90000,1,236100,219900,4400,500.0,23,300.0,417.0,330900
925317,1,18,5,210000,0,6.47,170000,4,1543700,590000,353700,579.0,40,300.0,715.0,303000
933082,1,9,4,500000,2,5.39,40000,2,1826100,1029400,63400,467.0,28,150.0,587.0,215700
924376,1,25,5,172000,2,6.32,110000,4,3778100,281900,3500,500.0,23,150.0,510.0,241200
940661,1,25,5,200000,0,6.15,160000,4,609200,300700,276200,579.0,30,375.0,621.0,292100
933364,1,22,5,133400,1,3.97,40000,3,50000,48400,1600,392.0,18,150.0,464.0,363600
949036,1,15,5,200000,0,5.12,110000,2,1406100,683500,172100,562.0,33,150.0,747.0,178200
907970,1,25,0,650000,0,6.32,50000,4,150000,148400,1600,579.0,35,300.0,478.0,303000
948367,1,17,5,500000,1,8.04,100000,3,1921100,147900,1200,613.0,23,300.0,487.0,493300
957740,0,18,3,300000,0,6.63,50000,4,493100,293100,200000,511.0,34,300.0,634.0,318800
927287,1,17,5,650000,0,5.32,440000,3,9163400,1221400,28500,579.0,43,300.0,648.0,444800
947340,1,4,5,200000,0,6.65,100000,2,340400,102400,238000,579.0,38,300.0,675.0,196300
938310,1,4,2,1000000,0,6.78,50000,2,257000,139500,58200,342.0,22,300.0,519.0,103000
964567,1,8,5,250000,0,5.45,30000,0,227700,39900,60100,500.0,23,300.0,478.0,310300
943757,2,14,3,687000,0,5.6,50000,2,454500,385600,60900,511.0,35,150.0,487.0,139400
973712,0,25,3,260000,2,6.82,50000,4,194300,47200,46800,511.0,45,150.0,456.0,292100
956614,1,23,3,600000,0,5.98,30000,3,24300,24200,100,342.0,22,150.0,516.0,366000
923040,2,7,5,260000,0,6.64,210000,4,871800,472700,100800,669.0,41,300.0,568.0,256900
919528,2,15,1,190000,0,9.16,60000,2,2850500,386000,220000,792.0,70,300.0,507.0,123600
931101,1,17,2,500000,1,7.38,60000,3,11575100,867200,971500,631.0,35,150.0,629.0,292100
952320,1,4,5,560000,0,5.4,210000,2,2807200,1685600,604400,579.0,30,150.0,476.0,166000
956009,1,7,0,400000,0,5.17,40000,4,81300,51300,30000,562.0,34,300.0,546.0,289700
959302,2,22,5,350000,0,6.58,180000,3,825600,328400,108700,669.0,37,150.0,612.0,310300
905417,1,25,5,380000,1,5.88,50000,4,2466400,92900,3700,579.0,36,300.0,603.0,470300
982863,1,10,0,2234800,0,3.8,40000,4,322800,140000,0,467.0,36,150.0,455.0,240000
912873,1,15,0,500000,0,4.96,40000,2,1034000,168800,800,467.0,29,300.0,844.0,265400
948830,2,25,0,450000,0,5.1,40000,4,1264500,1205200,59300,653.0,45,150.0,539.0,236300
919334,1,23,5,222500,1,6.42,120000,3,4262600,289900,47500,500.0,22,300.0,612.0,320000
960933,2,4,5,160000,0,4.37,40000,2,32800,0,32800,400.0,49,300.0,503.0,166000
943488,2,19,3,250000,0,8.71,60000,2,609200,296500,312700,622.0,49,150.0,534.0,202400
929173,1,11,5,700000,0,5.74,100000,0,15355100,2851000,2253400,467.0,31,300.0,698.0,489600
960677,2,25,3,210800,0,7.31,60000,4,388700,253700,89400,622.0,47,150.0,516.0,323600
975969,1,4,5,220000,0,8.22,180000,2,6349600,4395400,1933100,687.0,56,150.0,586.0,181800
947046,1,18,5,1050000,0,8.86,300000,4,932700,261000,671700,687.0,41,300.0,648.0,246000
973963,2,25,5,480000,0,7.5,300000,4,3999600,2803400,536600,919.0,50,150.0,673.0,717500
970249,0,15,3,150000,0,6.07,50000,2,520500,490100,30400,511.0,41,300.0,521.0,118800
968784,1,23,0,650000,0,6.3,50000,3,3117500,1280300,304300,579.0,44,150.0,664.0,673900
918970,1,23,5,200000,1,5.5,30000,3,121800,65800,56000,392.0,24,150.0,568.0,287200
934046,2,2,4,185900,0,5.38,40000,1,219500,160700,8900,555.0,36,300.0,537.0,430300
898413,1,6,5,250000,2,4.57,140000,0,1372000,847700,33500,467.0,27,300.0,584.0,219400
892917,1,24,4,750000,2,8.66,60000,2,2301900,734400,326900,687.0,39,0.0,616.0,156300
920542,1,25,5,240000,1,1.95,40000,4,98000,59700,30900,586.0,18,150.0,394.0,727200
